sex,age,age_cat,race,juv_fel_count,juv_misd_count,juv_other_count,priors_count,c_days_from_compas,c_charge_degree,c_charge_desc,decile_score
Female,30,25 - 45,Caucasian,0,0,0,1,27,M,Petit Theft $100- $300,3
Male,27,25 - 45,African-American,0,0,0,6,0,F,Fabricating Physical Evidence,7
Male,39,25 - 45,Caucasian,0,0,0,9,1,F,Possession of Cocaine,5
Male,37,25 - 45,Caucasian,0,0,0,4,0,M,Aggravated Battery / Pregnant,4
Male,22,Less than 25,Caucasian,0,0,0,3,1,M,Battery,10
Male,25,25 - 45,Caucasian,0,0,0,0,1,F,Possession Of Heroin,6
Male,26,25 - 45,Hispanic,0,0,0,1,0,F,arrest case no charge,5
Female,28,25 - 45,Caucasian,0,0,0,0,2,M,DOC/Cause Public Danger,6
Male,25,25 - 45,African-American,0,0,0,0,1,M,Battery,5
Male,58,Greater than 45,Caucasian,0,0,0,1,1,F,arrest case no charge,1
Female,29,25 - 45,Caucasian,0,0,0,1,2,M,Driving Under The Influence,5
Male,33,25 - 45,African-American,0,0,0,8,0,F,Aggravated Assault W/Dead Weap,5
Male,38,25 - 45,African-American,0,0,0,0,1,F,arrest case no charge,1
Male,38,25 - 45,Caucasian,0,0,0,2,21,F,Possession Of Heroin,3
Male,59,Greater than 45,African-American,0,0,0,22,1,F,Felony Petit Theft,6
Male,29,25 - 45,Other,0,0,0,4,1,M,Battery,5
Male,57,Greater than 45,African-American,0,0,0,9,90,F,Grand Theft (Motor Vehicle),5
Male,53,Greater than 45,Caucasian,0,0,0,0,1,M,Battery,2
Male,33,25 - 45,African-American,0,0,0,2,1,F,Aggrav Battery w/Deadly Weapon,8
Male,58,Greater than 45,Caucasian,0,0,0,1,2,M,Battery,1
Male,51,Greater than 45,Caucasian,0,0,0,1,1,M,Battery,1
Male,25,25 - 45,African-American,0,0,2,11,502,F,Fleeing Or Attmp Eluding A Leo,9
Male,53,Greater than 45,Caucasian,0,0,0,2,1,F,Fail Sex Offend Report Bylaw,4
Male,32,25 - 45,Caucasian,0,0,0,0,1,M,Petit Theft,6
Male,35,25 - 45,African-American,0,0,0,6,1,F,Uttering a Forged Instrument,8
Male,39,25 - 45,Caucasian,0,0,0,1,1,F,arrest case no charge,1
Male,36,25 - 45,Hispanic,0,0,0,1,14,M,Extradition/Defendants,9
Female,42,25 - 45,Caucasian,0,0,0,5,1,M,arrest case no charge,4
Male,37,25 - 45,African-American,0,0,0,0,1,M,Tresspass Struct/Conveyance,2
Male,39,25 - 45,Caucasian,0,0,0,0,1,F,Fleeing Or Attmp Eluding A Leo,1
Female,52,Greater than 45,Caucasian,0,0,0,3,25,M,Driving Under The Influence,1
Male,60,Greater than 45,Other,0,0,0,1,1,M,Battery,1
Male,37,25 - 45,Hispanic,0,0,0,2,1,M,Aggravated Battery / Pregnant,1
Male,42,25 - 45,Caucasian,0,0,0,4,1,F,Burglary Conveyance Unoccup,1
Male,44,25 - 45,Hispanic,0,0,0,0,,M,,1
Male,23,Less than 25,African-American,0,0,0,6,0,F,Possession of Cocaine,6
Female,42,25 - 45,African-American,0,0,0,0,1,M,DUI Level 0.15 Or Minor In Veh,1
Female,28,25 - 45,Caucasian,0,0,0,2,36,F,arrest case no charge,3
Male,28,25 - 45,African-American,0,0,0,5,1,F,Possession of Cocaine,4
Male,38,25 - 45,Caucasian,0,0,0,12,1,F,Grand Theft of the 2nd Degree,5
Female,43,25 - 45,African-American,0,0,0,2,1,F,Grand Theft in the 3rd Degree,2
Male,42,25 - 45,African-American,0,0,0,0,1,F,Felony Battery (Dom Strang),5
Female,25,25 - 45,Caucasian,0,0,0,0,1,M,Battery,3
Male,32,25 - 45,African-American,0,0,0,7,0,F,Grand Theft (Motor Vehicle),9
Male,21,Less than 25,African-American,0,0,0,0,1,F,Resist Officer w/Violence,6
Female,35,25 - 45,Caucasian,0,0,0,1,30,M,Battery,5
Male,37,25 - 45,Caucasian,0,0,0,0,1,F,Burglary Conveyance Unoccup,5
Female,33,25 - 45,African-American,0,0,0,2,0,F,Failure To Return Hired Vehicle,2
Female,51,Greater than 45,Caucasian,0,0,0,4,11,F,arrest case no charge,3
Male,39,25 - 45,Caucasian,0,0,0,3,1,F,Possession of Hydromorphone,4
Male,35,25 - 45,Hispanic,0,0,0,5,1,M,Viol Pretrial Release Dom Viol,6
Male,40,25 - 45,African-American,0,0,0,3,1,F,Felony Battery (Dom Strang),7
Male,32,25 - 45,African-American,0,0,0,17,0,F,Possession of Cocaine,8
Male,18,Less than 25,Caucasian,5,0,0,4,32,F,Burglary Conveyance Unoccup,8
Male,32,25 - 45,Caucasian,0,0,0,3,1,F,"Poss3,4 Methylenedioxymethcath",6
Male,37,25 - 45,Other,0,0,0,0,1,M,Battery,1
Male,32,25 - 45,African-American,0,0,0,10,1,F,Felony Driving While Lic Suspd,6
Male,47,Greater than 45,Caucasian,0,0,0,5,0,M,Viol Injunct Domestic Violence,3
Female,23,Less than 25,Caucasian,0,0,0,0,1,M,Poss Of Controlled Substance,7
Male,63,Greater than 45,Caucasian,0,0,0,10,0,F,Corrupt Public Servant,4
Male,38,25 - 45,African-American,0,1,0,16,1,F,Poss of Cocaine W/I/D/S 1000FT Park,9
Male,32,25 - 45,African-American,0,0,0,6,1,M,Battery,5
Male,31,25 - 45,African-American,0,0,0,4,1,F,Tampering With Physical Evidence,8
Male,23,Less than 25,African-American,0,0,0,0,1,F,"Deliver 3,4 Methylenediox",3
Male,38,25 - 45,Hispanic,0,0,0,1,1,M,Operating W/O Valid License,5
Female,47,Greater than 45,Caucasian,0,0,0,0,3,M,Battery,1
Male,33,25 - 45,Caucasian,0,0,0,1,1,F,arrest case no charge,8
Male,22,Less than 25,Caucasian,0,0,0,1,11,F,Grand Theft (Motor Vehicle),4
Male,26,25 - 45,Caucasian,0,0,0,1,177,M,Viol Injunct Domestic Violence,3
Male,40,25 - 45,Caucasian,0,0,0,0,1,M,Battery,1
Male,36,25 - 45,African-American,10,0,0,14,1,F,Burglary Conveyance Unoccup,7
Female,65,Greater than 45,Caucasian,0,0,0,0,1,M,DUI Property Damage/Injury,1
Male,44,25 - 45,Caucasian,0,0,0,4,231,M,Battery,5
Female,22,Less than 25,African-American,0,0,0,0,1,M,Battery,3
Male,34,25 - 45,Hispanic,0,0,0,0,0,M,DUI Level 0.15 Or Minor In Veh,1
Female,38,25 - 45,Hispanic,0,0,0,0,2,F,Felony Driving While Lic Suspd,1
Female,26,25 - 45,Caucasian,0,0,0,4,2,F,Possession Of Alprazolam,3
Male,20,Less than 25,Hispanic,0,0,0,0,1,M,Battery,4
Male,49,Greater than 45,Hispanic,0,0,0,0,3,F,Resist Officer w/Violence,1
Male,56,Greater than 45,African-American,0,0,0,7,167,F,Grand Theft (Motor Vehicle),4
Male,52,Greater than 45,Caucasian,0,0,0,2,0,F,Grand Theft in the 3rd Degree,9
Male,25,25 - 45,Other,0,0,0,2,1,M,Battery,2
Male,34,25 - 45,African-American,0,0,0,5,1,F,Agg Assault W/int Com Fel Dome,1
Male,33,25 - 45,African-American,0,0,0,1,1,M,Battery,1
Male,21,Less than 25,African-American,0,1,2,1,1,F,Carrying Concealed Firearm,7
Male,46,Greater than 45,African-American,0,0,0,9,1,F,Pos Cannabis W/Intent Sel/Del,4
Male,22,Less than 25,African-American,0,0,0,2,105,M,Battery,6
Male,57,Greater than 45,Caucasian,0,0,0,1,1,M,DUI Property Damage/Injury,4
Male,22,Less than 25,African-American,0,0,1,2,0,F,Possession of Cocaine,3
Female,48,Greater than 45,Caucasian,0,0,0,1,1,M,Driving Under The Influence,1
Male,40,25 - 45,African-American,0,0,0,21,1,F,Felony Battery,5
Female,30,25 - 45,African-American,0,0,0,1,1,F,arrest case no charge,2
Male,21,Less than 25,Caucasian,0,1,0,4,1,M,Battery,7
Female,39,25 - 45,African-American,0,2,0,22,1,F,Possession of Cocaine,10
Male,27,25 - 45,Caucasian,0,0,0,13,89,F,arrest case no charge,6
Female,33,25 - 45,Caucasian,0,0,0,0,1,M,Possess Cannabis/20 Grams Or Less,6
Male,24,Less than 25,African-American,0,0,0,0,2,F,Aggravated Assault W/dead Weap,3
Male,43,25 - 45,African-American,0,0,0,0,1,F,Contradict Statement,1
Female,45,Greater than 45,Caucasian,0,0,0,0,0,M,Battery,1
Male,51,Greater than 45,African-American,0,0,0,3,18,F,DWI w/Inj Susp Lic / Habit Off,3
Female,35,25 - 45,African-American,0,0,0,2,95,F,Poss Pyrrolidinovalerophenone,2
Male,31,25 - 45,African-American,0,0,0,9,1,M,Battery,7
Male,27,25 - 45,Caucasian,0,0,0,0,1,M,Battery,2
Male,32,25 - 45,African-American,0,0,0,1,1,F,arrest case no charge,2
Male,49,Greater than 45,Caucasian,0,0,0,0,3,M,DUI Property Damage/Injury,1
Male,29,25 - 45,African-American,0,0,0,2,1,F,Grand Theft in the 3rd Degree,3
Male,23,Less than 25,African-American,0,1,0,2,1,F,Aggravated Battery / Pregnant,6
Male,30,25 - 45,Asian,0,0,0,6,1,M,Battery,3
Male,55,Greater than 45,African-American,0,0,0,12,70,F,Possession of Cocaine,6
Male,30,25 - 45,Caucasian,0,0,0,0,1,M,DUI Property Damage/Injury,4
Male,34,25 - 45,African-American,0,0,0,13,1,F,Possession Of Alprazolam,4
Male,56,Greater than 45,Caucasian,0,0,0,2,39,F,Stalking (Aggravated),1
Male,33,25 - 45,African-American,0,0,0,4,1,F,Felony Driving While Lic Suspd,6
Male,28,25 - 45,African-American,0,0,0,1,1,M,Battery,2
Male,29,25 - 45,African-American,0,0,0,1,1,F,Stalking (Aggravated),8
Male,38,25 - 45,Caucasian,0,0,0,0,1,M,DUI Blood Alcohol Above 0.20,1
Male,37,25 - 45,Caucasian,0,0,0,0,1,F,Felony Battery (Dom Strang),3
Female,33,25 - 45,Caucasian,0,0,0,0,1,M,DUI Property Damage/Injury,1
Male,30,25 - 45,Hispanic,0,0,0,0,0,F,Agg Battery Grt/Bod/Harm,2
Male,51,Greater than 45,African-American,1,0,1,19,1,F,Felony Petit Theft,9
Male,65,Greater than 45,African-American,0,0,0,7,1,M,Possess Cannabis/20 Grams Or Less,5
Female,32,25 - 45,African-American,0,0,0,1,1,M,Battery,1
Male,38,25 - 45,Caucasian,0,0,0,5,3,F,Grand Theft in the 3rd Degree,7
Male,35,25 - 45,African-American,0,0,0,1,1,F,Poss Contr Subst W/o Prescript,4
Male,57,Greater than 45,Caucasian,0,0,0,1,26,F,Aggrav Battery w/Deadly Weapon,1
Male,26,25 - 45,Caucasian,0,0,0,1,1,F,arrest case no charge,3
Female,23,Less than 25,Hispanic,0,3,1,7,199,M,Battery,8
Female,36,25 - 45,African-American,2,0,0,4,1,M,Battery,6
Female,33,25 - 45,Hispanic,0,0,0,2,10,F,Poss Alprazolam W/int Sell/Del,4
Male,35,25 - 45,Caucasian,0,0,0,3,1,F,Possession of Cocaine,5
Male,33,25 - 45,African-American,0,0,0,0,1,F,Grand Theft (Motor Vehicle),1
Male,47,Greater than 45,Caucasian,0,0,0,0,0,M,Battery,1
Female,53,Greater than 45,Hispanic,0,0,0,0,1,M,Battery,1
Male,31,25 - 45,Other,0,0,0,6,659,F,Pos Cannabis W/Intent Sel/Del,5
Male,35,25 - 45,Caucasian,0,0,0,1,16,M,Assault,4
Female,36,25 - 45,African-American,0,0,0,1,1,F,Possession of Cocaine,3
Female,25,25 - 45,Caucasian,0,0,0,0,1,M,Battery,3
Male,52,Greater than 45,Hispanic,0,0,0,10,1,F,Felony Battery w/Prior Convict,6
Male,23,Less than 25,Hispanic,0,0,0,3,292,M,Battery,7
Male,34,25 - 45,African-American,0,0,0,7,110,M,Petit Theft,3
Male,51,Greater than 45,Caucasian,0,0,0,6,0,F,Possession of Cocaine,3
Male,24,Less than 25,African-American,0,0,4,8,1,F,Grand Theft (Motor Vehicle),8
Male,32,25 - 45,Caucasian,0,0,0,0,1,F,Possession Burglary Tools,2
Male,43,25 - 45,African-American,0,0,0,8,1,F,Felony Petit Theft,7
Male,45,Greater than 45,African-American,1,0,1,20,0,M,arrest case no charge,7
Male,42,25 - 45,African-American,0,0,0,10,17,M,Driving License Suspended,5
Male,22,Less than 25,African-American,0,0,0,1,1,F,Grand Theft in the 3rd Degree,7
Male,49,Greater than 45,African-American,0,0,0,4,26,F,Possession of Cocaine,4
Male,42,25 - 45,African-American,0,0,0,0,4,F,Possession Of Heroin,1
Male,40,25 - 45,Caucasian,0,0,0,0,1,M,Petit Theft,8
Male,25,25 - 45,African-American,0,1,0,2,1,F,Aggravated Assault W/dead Weap,7
Male,25,25 - 45,Caucasian,0,0,0,0,2,M,Viol Injunct Domestic Violence,5
Male,23,Less than 25,African-American,0,0,0,0,1,F,Felony Battery (Dom Strang),5
Male,21,Less than 25,Caucasian,0,0,0,2,1,F,Felony Driving While Lic Suspd,7
Male,31,25 - 45,Caucasian,0,0,0,3,0,M,Battery,5
Female,28,25 - 45,African-American,0,0,0,0,0,M,Battery,2
Male,24,Less than 25,African-American,0,0,0,11,1,F,Grand Theft in the 3rd Degree,9
Male,45,Greater than 45,Caucasian,0,0,0,0,0,F,Att Burgl Unoccupied Dwel,1
Male,23,Less than 25,African-American,0,0,0,2,1,M,Battery,4
Male,39,25 - 45,African-American,0,0,0,7,1,F,Aggravated Battery / Pregnant,8
Male,25,25 - 45,Caucasian,0,0,0,2,63,F,Burglary Conveyance Armed,4
Male,24,Less than 25,African-American,0,1,0,1,1,F,Grand Theft in the 3rd Degree,2
Male,46,Greater than 45,Caucasian,0,0,0,1,1,F,arrest case no charge,1
Male,47,Greater than 45,Caucasian,0,0,0,3,1,F,Resist Officer w/Violence,1
Male,54,Greater than 45,Caucasian,0,0,0,2,101,M,Leave Acc/Attend Veh/More $50,4
Male,22,Less than 25,African-American,0,0,1,1,1,M,Possess Cannabis/20 Grams Or Less,4
Female,34,25 - 45,Caucasian,0,0,0,0,2,M,Battery,2
Male,33,25 - 45,Caucasian,0,0,0,0,0,M,Driving Under The Influence,1
Male,27,25 - 45,Caucasian,0,0,0,1,150,M,Poss Drugs W/O A Prescription,6
Male,29,25 - 45,African-American,0,0,1,16,1,F,Fleeing Or Attmp Eluding A Leo,10
Male,34,25 - 45,Hispanic,0,0,0,3,6,M,Battery,2
Male,32,25 - 45,African-American,0,0,0,1,115,F,Driving While License Revoked,5
Male,29,25 - 45,African-American,0,0,0,0,0,M,Battery,6
Female,25,25 - 45,Caucasian,0,0,0,2,1,M,Unlaw Lic Use/Disply Of Others,3
Male,34,25 - 45,Caucasian,0,0,0,16,1,F,Felony Battery (Dom Strang),6
Female,55,Greater than 45,African-American,0,0,0,1,1,F,Pos Cannabis W/Intent Sel/Del,1
Male,27,25 - 45,African-American,0,0,0,0,1,F,Aggravated Battery / Pregnant,4
Male,26,25 - 45,African-American,0,0,0,0,1,M,arrest case no charge,3
Male,39,25 - 45,African-American,2,2,1,19,1,F,Driving While License Revoked,9
Male,24,Less than 25,African-American,0,0,0,1,0,F,Possession of Codeine,7
Male,29,25 - 45,Caucasian,0,0,0,0,0,M,Battery,2
Female,31,25 - 45,Caucasian,0,0,0,3,146,F,Possession of Cocaine,7
Male,50,Greater than 45,African-American,0,0,0,13,0,F,Grand Theft in the 3rd Degree,1
Male,25,25 - 45,Hispanic,0,0,0,2,1,F,Grand Theft in the 3rd Degree,5
Male,31,25 - 45,African-American,0,0,0,4,12,F,arrest case no charge,5
Male,31,25 - 45,Other,0,0,0,0,1,M,Battery,2
Male,26,25 - 45,Caucasian,1,0,0,2,1,F,Possession of Cannabis,6
Male,54,Greater than 45,Caucasian,0,0,0,2,0,F,arrest case no charge,2
Male,33,25 - 45,African-American,0,0,0,14,1,F,Possession of Cocaine,8
Male,22,Less than 25,African-American,0,0,0,0,1,M,Battery,4
Male,35,25 - 45,African-American,0,1,0,8,0,F,Driving While License Revoked,9
Female,30,25 - 45,Other,0,0,0,4,1,F,arrest case no charge,7
Male,25,25 - 45,African-American,0,0,0,0,1,F,Felony Driving While Lic Suspd,2
Male,25,25 - 45,African-American,0,0,0,0,1,F,"Del 3,4 Methylenedioxymethcath",5
Male,44,25 - 45,African-American,0,0,0,0,1,F,Possession Of Methamphetamine,2
Female,29,25 - 45,Caucasian,0,0,0,2,1,F,Uttering a Forged Instrument,7
Male,46,Greater than 45,Caucasian,0,0,0,2,23,F,arrest case no charge,3
Male,53,Greater than 45,Caucasian,0,0,0,0,0,M,Battery,1
Male,24,Less than 25,African-American,0,0,0,2,1,F,Driving While License Revoked,7
Female,52,Greater than 45,African-American,0,0,0,2,1,F,Possession of Cocaine,1
Male,27,25 - 45,African-American,0,0,0,0,1,M,Battery,2
Male,41,25 - 45,Caucasian,0,0,0,0,1,F,Felony Battery (Dom Strang),1
Female,21,Less than 25,African-American,0,0,0,0,2,F,Grand Theft in the 3rd Degree,5
Male,24,Less than 25,Caucasian,0,0,0,1,0,F,Possession Of Amphetamine,4
Male,38,25 - 45,Caucasian,0,0,0,8,32,F,Driving While License Revoked,2
Male,23,Less than 25,Caucasian,0,0,0,0,2,M,Battery,2
Male,42,25 - 45,African-American,0,0,0,0,1,F,Driving While License Revoked,1
Male,32,25 - 45,Caucasian,0,0,0,4,47,F,Grand Theft in the 3rd Degree,5
Male,24,Less than 25,Hispanic,0,0,0,3,8,M,Battery,7
Male,24,Less than 25,African-American,5,0,0,5,1,F,Burglary Conveyance Unoccup,8
Male,26,25 - 45,African-American,0,0,0,4,1,F,Grand Theft (Motor Vehicle),8
Male,50,Greater than 45,Caucasian,0,0,0,9,1,F,Burglary Structure Unoccup,3
Female,32,25 - 45,African-American,0,0,0,3,1,M,Battery on Law Enforc Officer,6
Male,40,25 - 45,African-American,0,0,0,13,1,F,arrest case no charge,9
Male,25,25 - 45,Caucasian,0,0,0,1,81,M,Discharge Firearm From Vehicle,2
Male,42,25 - 45,Hispanic,0,0,0,1,119,F,arrest case no charge,1
Male,27,25 - 45,African-American,0,0,0,2,1,F,Lease For Purpose Trafficking,3
Male,23,Less than 25,Caucasian,0,0,0,0,1,F,Possession Of Alprazolam,9
Male,37,25 - 45,African-American,0,0,0,22,61,M,arrest case no charge,9
Male,32,25 - 45,African-American,0,0,0,1,1,M,DUI Blood Alcohol Above 0.20,4
Male,38,25 - 45,African-American,0,0,0,2,66,M,arrest case no charge,7
Male,52,Greater than 45,Caucasian,0,0,0,4,1,M,Viol Prot Injunc Repeat Viol,3
Male,29,25 - 45,Caucasian,0,0,0,2,1,F,Felony Battery (Dom Strang),2
Male,28,25 - 45,African-American,0,0,0,7,239,M,Resist/Obstruct W/O Violence,3
Male,49,Greater than 45,African-American,0,0,0,0,0,M,Poss Of RX Without RX,1
Male,50,Greater than 45,Caucasian,0,0,0,0,2,F,Lewd or Lascivious Molestation,1
Male,26,25 - 45,Caucasian,0,0,0,2,1,F,Agg Assault W/int Com Fel Dome,2
Female,34,25 - 45,Caucasian,0,0,0,0,1,F,Poss Pyrrolidinovalerophenone,8
Female,28,25 - 45,Caucasian,0,0,0,1,1,F,arrest case no charge,7
Male,36,25 - 45,Caucasian,0,0,0,4,158,F,Fraudulent Use of Credit Card,8
Male,45,Greater than 45,African-American,0,0,0,1,49,F,Aggravated Assault W/Dead Weap,2
Male,30,25 - 45,African-American,0,0,0,0,0,F,Felony Driving While Lic Suspd,3
Male,24,Less than 25,African-American,0,0,0,3,1,F,Burglary Conveyance Unoccup,4
Male,25,25 - 45,African-American,0,0,0,0,0,M,Battery,2
Male,25,25 - 45,African-American,0,0,0,4,1,M,Battery,3
Male,45,Greater than 45,Caucasian,0,0,0,2,1,F,Possession of Cocaine,1
Male,26,25 - 45,Caucasian,0,0,0,1,1,F,Poss Pyrrolidinovalerophenone,7
Male,37,25 - 45,Other,0,0,0,2,1,F,Lewd/Lasciv Molest Elder Persn,1
Male,24,Less than 25,Hispanic,0,0,0,0,1,M,Battery,2
Male,40,25 - 45,Caucasian,0,0,0,2,1,M,arrest case no charge,1
Male,60,Greater than 45,Caucasian,0,0,0,1,22,M,Driving Under The Influence,1
Female,33,25 - 45,Hispanic,0,0,0,0,2,F,Agg Battery Grt/Bod/Harm,2
Male,31,25 - 45,African-American,0,0,1,6,1080,F,arrest case no charge,9
Male,53,Greater than 45,Hispanic,0,0,0,18,0,F,arrest case no charge,2
Male,55,Greater than 45,Hispanic,0,0,0,0,7,M,Viol Injunct Domestic Violence,1
Male,36,25 - 45,Caucasian,0,0,0,4,465,M,Driving Under The Influence,6
Male,30,25 - 45,Other,0,0,0,6,1,F,Aggravated Assault W/Dead Weap,9
Male,21,Less than 25,African-American,0,0,0,1,15,F,arrest case no charge,7
Male,55,Greater than 45,Caucasian,0,0,0,0,1,M,Battery,1
Male,22,Less than 25,Caucasian,0,0,0,1,1,F,arrest case no charge,3
Female,23,Less than 25,African-American,0,0,0,1,6,F,arrest case no charge,3
Female,24,Less than 25,Caucasian,0,0,1,7,38,M,arrest case no charge,8
Female,40,25 - 45,African-American,0,0,0,13,133,F,Possession of Cocaine,10
Male,57,Greater than 45,Caucasian,0,0,0,9,1,F,Possession of Cocaine,4
Male,33,25 - 45,Caucasian,0,0,0,0,2,M,Carrying A Concealed Weapon,3
Male,32,25 - 45,Caucasian,0,0,0,2,0,F,Aggravated Assault W/dead Weap,1
Male,47,Greater than 45,Caucasian,0,0,0,3,1,F,arrest case no charge,2
Male,51,Greater than 45,Caucasian,0,0,0,6,33,M,Viol Injunct Domestic Violence,1
Male,22,Less than 25,African-American,0,1,0,1,1,F,Burglary Dwelling Occupied,6
Male,47,Greater than 45,Caucasian,0,0,0,2,1,F,Dealing in Stolen Property,1
Male,28,25 - 45,Caucasian,0,0,0,1,22,F,Possession of Cocaine,1
Male,21,Less than 25,African-American,0,0,1,1,1,F,Burglary Conveyance Unoccup,10
Male,28,25 - 45,African-American,0,0,0,5,2,F,Grand Theft in the 3rd Degree,8
Female,44,25 - 45,Caucasian,0,0,0,1,1,M,Battery,1
Male,25,25 - 45,African-American,0,0,0,0,1,F,Felony Battery (Dom Strang),4
Male,34,25 - 45,African-American,0,0,0,4,1,M,Battery,2
Male,65,Greater than 45,Caucasian,0,0,0,0,0,M,DUI Property Damage/Injury,1
Male,33,25 - 45,Caucasian,0,0,0,5,1,F,Driving While License Revoked,6
Female,23,Less than 25,Caucasian,0,0,0,0,1,M,Battery,3
Female,44,25 - 45,Caucasian,0,0,0,0,2,M,Battery,1
Male,21,Less than 25,Hispanic,1,0,0,1,321,F,arrest case no charge,8
Male,24,Less than 25,African-American,0,0,0,1,1,M,Battery,3
Male,51,Greater than 45,Caucasian,0,0,0,1,1,M,Battery,2
Female,21,Less than 25,African-American,0,0,0,0,1,F,Battery on Law Enforc Officer,8
Male,39,25 - 45,Caucasian,0,0,0,6,1,F,arrest case no charge,6
Male,29,25 - 45,African-American,0,0,0,29,1,F,Poss Contr Subst W/o Prescript,8
Male,24,Less than 25,Caucasian,0,0,0,1,5,F,Aggravated Assault W/Dead Weap,6
Female,23,Less than 25,African-American,0,0,0,0,1,F,Possession Burglary Tools,5
Male,31,25 - 45,African-American,0,0,2,11,1,F,Poss Pyrrolidinovalerophenone,10
Female,35,25 - 45,African-American,0,0,0,0,1,M,Petit Theft $100- $300,2
Male,30,25 - 45,Other,0,0,0,0,1,F,Grand Theft in the 3rd Degree,1
Male,34,25 - 45,Caucasian,0,0,0,8,104,F,Possession of Cocaine,7
Female,39,25 - 45,African-American,0,0,0,4,3,F,Aggravated Assault W/Dead Weap,6
Male,29,25 - 45,African-American,0,0,0,6,60,M,Felony Battery,2
Male,51,Greater than 45,Caucasian,0,0,0,0,1,M,Driving Under The Influence,1
Male,22,Less than 25,Caucasian,0,0,1,1,4,F,arrest case no charge,7
Male,29,25 - 45,Caucasian,0,0,0,2,24,F,arrest case no charge,2
Male,35,25 - 45,Caucasian,0,0,0,8,259,F,arrest case no charge,8
Male,32,25 - 45,Caucasian,0,0,0,6,1,F,Attempted Burg/Convey/Unocc,2
Male,33,25 - 45,Caucasian,0,0,0,3,16,M,Battery,4
Male,58,Greater than 45,Caucasian,0,0,0,5,1,F,Grand Theft in the 3rd Degree,3
Male,54,Greater than 45,Other,0,0,0,0,1,F,Aggravated Assault,1
Male,30,25 - 45,African-American,0,0,0,3,166,F,Driving While License Revoked,2
Male,33,25 - 45,African-American,0,0,0,2,5,F,Robbery W/Firearm,9
Male,24,Less than 25,African-American,0,0,0,0,1,F,Grand Theft in the 3rd Degree,3
Male,48,Greater than 45,African-American,0,0,0,10,0,F,Grand Theft in the 3rd Degree,4
Male,23,Less than 25,African-American,0,0,0,0,1,M,Battery,8
Male,23,Less than 25,Caucasian,0,0,0,2,1,F,Grand Theft in the 3rd Degree,7
Male,47,Greater than 45,Asian,0,0,0,1,1,M,Battery,1
Male,21,Less than 25,Other,0,0,0,0,1,F,Grand Theft in the 3rd Degree,4
Male,29,25 - 45,African-American,0,0,0,0,1,M,Battery,9
Male,48,Greater than 45,Caucasian,0,0,0,2,1,F,arrest case no charge,1
Male,37,25 - 45,Caucasian,0,0,0,4,1,M,Battery,4
Male,50,Greater than 45,Caucasian,0,0,0,3,1,F,Felony Battery (Dom Strang),3
Male,19,Less than 25,African-American,0,0,0,3,1,F,Burglary Dwelling Armed,8
Male,39,25 - 45,Caucasian,0,0,0,2,1127,M,Opert With Susp DL 2ND Offense,3
Male,49,Greater than 45,African-American,2,0,0,13,1,F,Driving While License Revoked,3
Male,58,Greater than 45,Caucasian,0,0,0,2,1,F,Resist Officer w/Violence,5
Male,31,25 - 45,African-American,0,0,0,6,0,F,Possession of Cocaine,8
Male,23,Less than 25,African-American,0,0,2,1,1,M,Battery,7
